date,fund,fund_scope,fund_level_ntd,fund_level_100m_ntd,reported_fund_level_ntd,taiwan_registered_population,labor_insurance_old_age_pension_recipients,source_title,source_url,population_source_url,pension_recipients_source_url
2021-11,勞工保險基金,普通事故及職業災害保險,831178387177,8311.7839,831178390000,23394787,1486507,11月.pdf,https://www.blf.gov.tw/media/zixdztbi/勞工保險基金-110年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11011/11071102040.csv
2021-12,勞工保險基金,普通事故及職業災害保險,844694595842,8446.946,844694600000,23375314,1492650,12月.pdf,https://www.blf.gov.tw/media/lrgneqhb/勞工保險基金-110年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11012/11071102040.csv
2022-01,勞工保險基金,普通事故及職業災害保險,835536746702,8355.3675,835536750000,23349666,1502163,1月.pdf,https://www.blf.gov.tw/media/rysbrshr/勞工保險基金-111年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11101/11071102040.csv
2022-02,勞工保險基金,普通事故及職業災害保險,852732314763,8527.3231,852732310000,23319776,1511949,2月.pdf,https://www.blf.gov.tw/media/55ejv1er/勞工保險基金-111年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11102/11071102040.csv
2022-03,勞工保險基金,普通事故及職業災害保險,864785258321,8647.8526,864785260000,23268991,1518787,3月.pdf,https://www.blf.gov.tw/media/dzal30yz/勞工保險基金-111年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11103/11071102040.csv
2022-04,勞工保險基金,普通事故及職業災害保險,840410499973,8404.105,840410500000,23215015,1529010,4月.pdf,https://www.blf.gov.tw/media/squj4itq/勞工保險基金-111年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11104/11071102040.csv
2022-05,勞工保險基金,普通事故保險（職災保險已分立）,808228872670,8082.2887,808228870000,23196178,1537075,5月.pdf,https://www.blf.gov.tw/media/g3pd1tna/勞工保險基金-111年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11105/11071102040.csv
2022-06,勞工保險基金,普通事故保險（職災保險已分立）,772006360121,7720.0636,772006360000,23186278,1544308,6月.pdf,https://www.blf.gov.tw/media/wdopamcc/勞工保險基金-111年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11106/11071102040.csv
2022-07,勞工保險基金,普通事故保險（職災保險已分立）,789832618238,7898.3262,789832620000,23190064,1554602,7月.pdf,https://www.blf.gov.tw/media/kobdmplv/勞工保險基金-111年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11107/11071102040.csv
2022-08,勞工保險基金,普通事故保險（職災保險已分立）,782545249628,7825.4525,782545250000,23194554,1563823,8月.pdf,https://www.blf.gov.tw/media/w3xdxc1y/勞工保險基金-111年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11108/11071102040.csv
2022-09,勞工保險基金,普通事故保險（職災保險已分立）,746743146717,7467.4315,746743150000,23198133,1572313,9月.pdf,https://www.blf.gov.tw/media/kusddged/勞工保險基金-111年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11109/11071102040.csv
2022-10,勞工保險基金,普通事故保險（職災保險已分立）,754411284978,7544.1128,754411280000,23212056,1581139,10月.pdf,https://www.blf.gov.tw/media/2c3ixpql/勞工保險基金-111年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11110/11071102040.csv
2022-11,勞工保險基金,普通事故保險（職災保險已分立）,780855670977,7808.5567,780855670000,23233593,1589497,11月.pdf,https://www.blf.gov.tw/media/s1wigusx/勞工保險基金-111年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11111/11071102040.csv
2022-12,勞工保險基金,普通事故保險（職災保險已分立）,753404154130,7534.0415,753404150000,23264640,1597562,12月.pdf,https://www.blf.gov.tw/media/lhydqb21/勞工保險基金-111年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11112/11071102040.csv
2023-01,勞工保險基金,普通事故保險（職災保險已分立）,782373085116,7823.7309,782373090000,23301968,1609138,1月.pdf,https://www.blf.gov.tw/media/cf1m0bsy/勞工保險基金-112年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11201/11071102040.csv
2023-02,勞工保險基金,普通事故保險（職災保險已分立）,814558368190,8145.5837,814558370000,23313550,1620128,2月.pdf,https://www.blf.gov.tw/media/5kia452j/勞工保險基金-112年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11202/11071102040.csv
2023-03,勞工保險基金,普通事故保險（職災保險已分立）,828076490440,8280.7649,828076490000,23332929,1631497,3月.pdf,https://www.blf.gov.tw/media/105lexxg/勞工保險基金-112年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11203/11071102040.csv
2023-04,勞工保險基金,普通事故保險（職災保險已分立）,841123997107,8411.24,841124000000,23347374,1646072,4月.pdf,https://www.blf.gov.tw/media/cpcnlwi3/勞工保險基金-112年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11204/11071102040.csv
2023-05,勞工保險基金,普通事故保險（職災保險已分立）,843693617178,8436.9362,843693620000,23361084,1657224,5月.pdf,https://www.blf.gov.tw/media/eplih3oz/勞工保險基金-112年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11205/11071102040.csv
2023-06,勞工保險基金,普通事故保險（職災保險已分立）,863107262702,8631.0726,863107260000,23373283,1668947,6月.pdf,https://www.blf.gov.tw/media/rtmciyqc/勞工保險基金-112年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11206/11071102040.csv
2023-07,勞工保險基金,普通事故保險（職災保險已分立）,878286920825,8782.8692,878286920000,23392423,1682833,7月.pdf,https://www.blf.gov.tw/media/4gofkhy5/勞工保險基金-112年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11207/11071102040.csv
2023-08,勞工保險基金,普通事故保險（職災保險已分立）,867025245550,8670.2525,867025250000,23399654,1695625,8月.pdf,https://www.blf.gov.tw/media/3j3flpey/勞工保險基金-112年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11208/11071102040.csv
2023-09,勞工保險基金,普通事故保險（職災保險已分立）,849816898985,8498.169,849816900000,23404300,1707314,9月.pdf,https://www.blf.gov.tw/media/tfgoplfb/勞工保險基金-112年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11209/11071102040.csv
2023-10,勞工保險基金,普通事故保險（職災保險已分立）,836897875024,8368.9788,836897880000,23411858,1719109,10月.pdf,https://www.blf.gov.tw/media/hi2p3fdy/勞工保險基金-112年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11210/11071102040.csv
2023-11,勞工保險基金,普通事故保險（職災保險已分立）,860073502683,8600.735,860073500000,23415008,1731031,11月.pdf,https://www.blf.gov.tw/media/djzfect4/勞工保險基金-112年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11211/11071102040.csv
2023-12,勞工保險基金,普通事故保險（職災保險已分立）,872890842266,8728.9084,872890840000,23420442,1742093,12月.pdf,https://www.blf.gov.tw/media/mg2nvgxp/勞工保險基金-112年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11212/11071102040.csv
2024-01,勞工保險基金,普通事故保險（職災保險已分立）,908845583036,9088.4558,908845580000,23419833,1756748,1月.pdf,https://www.blf.gov.tw/media/bw2nrx2q/勞工保險基金-113年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11301/11071102040.csv
2024-02,勞工保險基金,普通事故保險（職災保險已分立）,958051029169,9580.5103,958051030000,23418053,1769651,2月.pdf,https://www.blf.gov.tw/media/4ayn3bwm/勞工保險基金-113年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11302/11071102040.csv
2024-03,勞工保險基金,普通事故保險（職災保險已分立）,994061327888,9940.6133,994061330000,23416375,1778088,3月.pdf,https://www.blf.gov.tw/media/0rwp0xpf/勞工保險基金-113年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11303/11071102040.csv
2024-04,勞工保險基金,普通事故保險（職災保險已分立）,980973599871,9809.736,980973600000,23415100,1790639,4月.pdf,https://www.blf.gov.tw/media/wwfhvpvi/勞工保險基金-113年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11304/11071102040.csv
2024-05,勞工保險基金,普通事故保險（職災保險已分立）,998964431011,9989.6443,998964430000,23413608,1800344,5月.pdf,https://www.blf.gov.tw/media/3jsi54cy/勞工保險基金-113年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11305/11071102040.csv
2024-06,勞工保險基金,普通事故保險（職災保險已分立）,1095260372756,10952.6037,1095260370000,23412899,1810604,6月.pdf,https://www.blf.gov.tw/media/eiwnq0yz/勞工保險基金-113年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11306/11071102040.csv
2024-07,勞工保險基金,普通事故保險（職災保險已分立）,1100236281207,11002.3628,1100236280000,23409323,1822192,7月.pdf,https://www.blf.gov.tw/media/xbgpwhti/勞工保險基金-113年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11307/11071102040.csv
2024-08,勞工保險基金,普通事故保險（職災保險已分立）,1094921113199,10949.2111,1094921110000,23406608,1833427,8月.pdf,https://www.blf.gov.tw/media/fozpva53/勞工保險基金-113年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11308/11071102040.csv
2024-09,勞工保險基金,普通事故保險（職災保險已分立）,1095620774044,10956.2077,1095620770000,23404138,1843177,9月.pdf,https://www.blf.gov.tw/media/gehkjayf/勞工保險基金-113年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11309/11071102040.csv
2024-10,勞工保險基金,普通事故保險（職災保險已分立）,1095619750172,10956.1975,1095619750000,23402804,1852630,10月.pdf,https://www.blf.gov.tw/media/bxvijoxk/勞工保險基金-113年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11310/11071102040.csv
2024-11,勞工保險基金,普通事故保險（職災保險已分立）,1100232523721,11002.3252,1100232520000,23402795,1862140,11月.pdf,https://www.blf.gov.tw/media/0ckbtlaq/勞工保險基金-113年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11311/11071102040.csv
2024-12,勞工保險基金,普通事故保險（職災保險已分立）,1091910014808,10919.1001,1091910010000,23400220,1870922,12月.pdf,https://www.blf.gov.tw/media/44qfkm0w/勞工保險基金-113年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11312/11071102040.csv
2025-01,勞工保險基金,普通事故保險（職災保險已分立）,1145411583590,11454.1158,1145411580000,23396049,1882693,1月.pdf,https://www.blf.gov.tw/media/13ddikza/勞工保險基金-114年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11401/11071102040.csv
2025-02,勞工保險基金,普通事故保險（職災保險已分立）,1158572377369,11585.7238,1158572380000,23384614,1893453,2月.pdf,https://www.blf.gov.tw/media/uqwh44mj/勞工保險基金-114年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11402/11071102040.csv
2025-03,勞工保險基金,普通事故保險（職災保險已分立）,1125479846491,11254.7985,1125479850000,23374742,1905612,3月.pdf,https://www.blf.gov.tw/media/1ctm421p/勞工保險基金-114年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11403/11071102040.csv
2025-04,勞工保險基金,普通事故保險（職災保險已分立）,1099412331990,10994.1233,1099412330000,23365274,1918758,4月.pdf,https://www.blf.gov.tw/media/o1xog31w/勞工保險基金-114年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11404/11071102040.csv
2025-05,勞工保險基金,普通事故保險（職災保險已分立）,1080425378172,10804.2538,1080425380000,23355470,1930269,5月.pdf,https://www.blf.gov.tw/media/lqznqlyz/勞工保險基金-114年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11405/11071102040.csv
2025-06,勞工保險基金,普通事故保險（職災保險已分立）,1172984399096,11729.844,1172984400000,23346741,1940717,6月.pdf,https://www.blf.gov.tw/media/ebqjztce/勞工保險基金-114年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11406/11071102040.csv
2025-07,勞工保險基金,普通事故保險（職災保險已分立）,1187989230030,11879.8923,1187989230000,23337936,1955729,7月.pdf,https://www.blf.gov.tw/media/q54nojxm/勞工保險基金-114年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11407/11071102040.csv
2025-08,勞工保險基金,普通事故保險（職災保險已分立）,1216781737012,12167.8174,1216781740000,23328343,1968812,8月.pdf,https://www.blf.gov.tw/media/p2opdnua/勞工保險基金-114年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11408/11071102040.csv
2025-09,勞工保險基金,普通事故保險（職災保險已分立）,1248421923489,12484.2192,1248421920000,23317031,1980031,9月.pdf,https://www.blf.gov.tw/media/my1kiifb/勞工保險基金-114年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11409/11071102040.csv
2025-10,勞工保險基金,普通事故保險（職災保險已分立）,1290930073216,12909.3007,1290930070000,23310853,1990874,10月.pdf,https://www.blf.gov.tw/media/tvyhhdgf/勞工保險基金-114年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11410/11071102040.csv
2025-11,勞工保險基金,普通事故保險（職災保險已分立）,1294260608090,12942.6061,1294260610000,23306085,2003136,11月.pdf,https://www.blf.gov.tw/media/m4hgq2on/勞工保險基金-114年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11411/11071102040.csv
2025-12,勞工保險基金,普通事故保險（職災保險已分立）,1303520872026,13035.2087,1303520870000,23299132,2015310,12月.pdf,https://www.blf.gov.tw/media/x3vngnyf/勞工保險基金-114年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11412/11071102040.csv
2026-01,勞工保險基金,普通事故保險（職災保險已分立）,1395886090188,13958.8609,1395886090000,23289045,2033840,1月.pdf,https://www.blf.gov.tw/media/gkdambdk/勞工保險基金-115年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11501/11071102040.csv
2026-02,勞工保險基金,普通事故保險（職災保險已分立）,1470228114164,14702.2811,1470228110000,23280273,2047255,2月.pdf,https://www.blf.gov.tw/media/hf0j50q4/勞工保險基金-115年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11502/11071102040.csv
2026-03,勞工保險基金,普通事故保險（職災保險已分立）,1404683674531,14046.8367,1404683670000,23270568,2055403,3月.pdf,https://www.blf.gov.tw/media/en0a4xxb/勞工保險基金-115年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11503/11071102040.csv
2026-04,勞工保險基金,普通事故保險（職災保險已分立）,1537079650828,15370.7965,1537079650000,23262544,2070280,4月.pdf,https://www.blf.gov.tw/media/nj2dkwej/勞工保險基金-115年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11504/11071102040.csv
2026-05,勞工保險基金,普通事故保險（職災保險已分立）,1612627518094,16126.2752,1612627520000,23252641,2082018,5月.pdf,https://www.blf.gov.tw/media/j3bjdado/勞工保險基金-115年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11505/11071102040.csv
2026-06,勞工保險基金,普通事故保險（職災保險已分立）,1682071104275,16820.711,1682071100000,23243565,2093075,6月.pdf,https://www.blf.gov.tw/media/20bfdvdf/勞工保險基金-115年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11506/11071102040.csv
