date,fund,fund_scope,fund_level_ntd,fund_level_100m_ntd,reported_fund_level_ntd,fund_ytd_return_pct,fund_annualized_return_pct,taiwan_registered_population,taiwan_deaths,taiwan_age_60plus_annual_deaths,taiwan_age_60plus_population,taiwan_age_60plus_monthly_mortality_rate,taiwan_age_60plus_mortality_reference_year,labor_insurance_old_age_pension_recipients,monthly_pension_recipients,new_monthly_pension_recipients,estimated_new_monthly_pension_recipients,unshifted_estimated_new_monthly_pension_recipients,new_monthly_pension_recipients_shift,reported_new_monthly_pension_recipients,new_monthly_pension_recipients_method,lumpsum_recipients,source_title,source_url,population_source_url,pension_recipients_source_url,lumpsum_recipients_source_url,payment_month_new_monthly_pension_recipients,payment_month_estimated_new_monthly_pension_recipients,payment_month_unshifted_estimated_new_monthly_pension_recipients,payment_month_reported_new_monthly_pension_recipients,payment_month_new_monthly_pension_recipients_method,new_monthly_pension_recipients_source_period,new_monthly_pension_recipients_source_url
2023-02,勞工保險基金,普通事故保險（職災保險已分立）,814558368190,8145.5837,814558370000,2.91,18.780588,23313550,18506,171174,6051706,0.0023882255,2023,1620128,1620128,12478,12786,15238,-2452.130046,12478,reported_first_payment,5047,2月.pdf,https://www.blf.gov.tw/media/5kia452j/勞工保險基金-112年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11202/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11202/11071102030.csv,12082,12381,14833,12082,reported_first_payment,2023-03,https://events.bli.gov.tw/report/attachment_file/report/month/11203/11071102040.csv
2023-03,勞工保險基金,普通事故保險（職災保險已分立）,828076490440,8280.7649,828076490000,4.95,21.319265,23332929,20572,171174,6051706,0.0023882255,2023,1631497,1631497,15826,16019,18471,-2452.130046,15826,reported_first_payment,6663,3月.pdf,https://www.blf.gov.tw/media/105lexxg/勞工保險基金-112年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11203/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11203/11071102030.csv,12478,12786,15238,12478,reported_first_payment,2023-04,https://events.bli.gov.tw/report/attachment_file/report/month/11204/11071102040.csv
2023-04,勞工保險基金,普通事故保險（職災保險已分立）,841123997107,8411.24,841124000000,5.83,18.529483,23347374,15572,171174,6051706,0.0023882255,2023,1646072,1646072,12525,12631,15083,-2452.130046,12525,reported_first_payment,5464,4月.pdf,https://www.blf.gov.tw/media/cpcnlwi3/勞工保險基金-112年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11204/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11204/11071102030.csv,15826,16019,18471,15826,reported_first_payment,2023-05,https://events.bli.gov.tw/report/attachment_file/report/month/11205/11071102040.csv
2023-05,勞工保險基金,普通事故保險（職災保險已分立）,843693617178,8436.9362,843693620000,6.6,16.578185,23361084,17530,171174,6051706,0.0023882255,2023,1657224,1657224,13000,13229,15681,-2452.130046,13000,reported_first_payment,6085,5月.pdf,https://www.blf.gov.tw/media/eplih3oz/勞工保險基金-112年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11205/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11205/11071102030.csv,12525,12631,15083,12525,reported_first_payment,2023-06,https://events.bli.gov.tw/report/attachment_file/report/month/11206/11071102040.csv
2023-06,勞工保險基金,普通事故保險（職災保險已分立）,863107262702,8631.0726,863107260000,10.01,21.022001,23373283,17415,171174,6051706,0.0023882255,2023,1668947,1668947,15418,15420,17872,-2452.130046,15418,reported_first_payment,5543,6月.pdf,https://www.blf.gov.tw/media/rtmciyqc/勞工保險基金-112年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11206/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11206/11071102030.csv,13000,13229,15681,13000,reported_first_payment,2023-07,https://events.bli.gov.tw/report/attachment_file/report/month/11207/11071102040.csv
2023-07,勞工保險基金,普通事故保險（職災保險已分立）,878286920825,8782.8692,878286920000,12.61,22.579443,23392423,17992,171174,6051706,0.0023882255,2023,1682833,1682833,14394,14359,16811,-2452.130046,14394,reported_first_payment,6738,7月.pdf,https://www.blf.gov.tw/media/4gofkhy5/勞工保險基金-112年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11207/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11207/11071102030.csv,15418,15420,17872,15418,reported_first_payment,2023-08,https://events.bli.gov.tw/report/attachment_file/report/month/11208/11071102040.csv
2023-08,勞工保險基金,普通事故保險（職災保險已分立）,867025245550,8670.2525,867025250000,11.62,17.926939,23399654,17139,171174,6051706,0.0023882255,2023,1695625,1695625,13315,13286,15739,-2452.130046,13315,reported_first_payment,5877,8月.pdf,https://www.blf.gov.tw/media/3j3flpey/勞工保險基金-112年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11208/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11208/11071102030.csv,14394,14359,16811,14394,reported_first_payment,2023-09,https://events.bli.gov.tw/report/attachment_file/report/month/11209/11071102040.csv
2023-09,勞工保險基金,普通事故保險（職災保險已分立）,849816898985,8498.169,849816900000,9.8,13.275621,23404300,14610,171174,6051706,0.0023882255,2023,1707314,1707314,13191,13420,15872,-2452.130046,13191,reported_first_payment,5319,9月.pdf,https://www.blf.gov.tw/media/tfgoplfb/勞工保險基金-112年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11209/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11209/11071102030.csv,13315,13286,15739,13315,reported_first_payment,2023-10,https://events.bli.gov.tw/report/attachment_file/report/month/11210/11071102040.csv
2023-10,勞工保險基金,普通事故保險（職災保險已分立）,836897875024,8368.9788,836897880000,8.56,10.357995,23411858,16594,171174,6051706,0.0023882255,2023,1719109,1719109,13364,13575,16028,-2452.130046,13364,reported_first_payment,4855,10月.pdf,https://www.blf.gov.tw/media/hi2p3fdy/勞工保險基金-112年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11210/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11210/11071102030.csv,13191,13420,15872,13191,reported_first_payment,2023-11,https://events.bli.gov.tw/report/attachment_file/report/month/11211/11071102040.csv
2023-11,勞工保險基金,普通事故保險（職災保險已分立）,860073502683,8600.735,860073500000,12.31,13.501584,23415008,15965,171174,6051706,0.0023882255,2023,1731031,1731031,12575,12744,15196,-2452.130046,12575,reported_first_payment,4873,11月.pdf,https://www.blf.gov.tw/media/djzfect4/勞工保險基金-112年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11211/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11211/11071102030.csv,13364,13575,16028,13364,reported_first_payment,2023-12,https://events.bli.gov.tw/report/attachment_file/report/month/11212/11071102040.csv
2023-12,勞工保險基金,普通事故保險（職災保險已分立）,872890842266,8728.9084,872890840000,14.44,14.44,23420442,15703,171174,6051706,0.0023882255,2023,1742093,1742093,16266,16150,18602,-2452.130046,16266,reported_first_payment,4537,12月.pdf,https://www.blf.gov.tw/media/mg2nvgxp/勞工保險基金-112年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11212/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11212/11071102030.csv,12575,12744,15196,12575,reported_first_payment,2024-01,https://events.bli.gov.tw/report/attachment_file/report/month/11301/11071102040.csv
2024-01,勞工保險基金,普通事故保險（職災保險已分立）,908845583036,9088.4558,908845580000,1.15,14.707191,23419833,19464,167952,6254204,0.0022658807,2024,1756748,1756748,14522,14431,16884,-2452.130046,14522,reported_first_payment,6178,1月.pdf,https://www.blf.gov.tw/media/bw2nrx2q/勞工保險基金-113年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11301/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11301/11071102030.csv,16266,16150,18602,16266,reported_first_payment,2024-02,https://events.bli.gov.tw/report/attachment_file/report/month/11302/11071102040.csv
2024-02,勞工保險基金,普通事故保險（職災保險已分立）,958051029169,9580.5103,958051030000,4.11,27.337019,23418053,17462,167952,6254204,0.0022658807,2024,1769651,1769651,10268,9995,12447,-2452.130046,10268,reported_first_payment,3061,2月.pdf,https://www.blf.gov.tw/media/4ayn3bwm/勞工保險基金-113年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11302/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11302/11071102030.csv,14522,14431,16884,14522,reported_first_payment,2024-03,https://events.bli.gov.tw/report/attachment_file/report/month/11303/11071102040.csv
2024-03,勞工保險基金,普通事故保險（職災保險已分立）,994061327888,9940.6133,994061330000,8.59,39.046267,23416375,17566,167952,6254204,0.0022658807,2024,1778088,1778088,14281,14128,16580,-2452.130046,14281,reported_first_payment,5250,3月.pdf,https://www.blf.gov.tw/media/0rwp0xpf/勞工保險基金-113年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11303/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11303/11071102030.csv,10268,9995,12447,10268,reported_first_payment,2024-04,https://events.bli.gov.tw/report/attachment_file/report/month/11304/11071102040.csv
2024-04,勞工保險基金,普通事故保險（職災保險已分立）,980973599871,9809.736,980973600000,7.71,24.959154,23415100,16654,167952,6254204,0.0022658807,2024,1790639,1790639,11484,11310,13762,-2452.130046,11484,reported_first_payment,5163,4月.pdf,https://www.blf.gov.tw/media/wwfhvpvi/勞工保險基金-113年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11304/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11304/11071102030.csv,14281,14128,16580,14281,reported_first_payment,2024-05,https://events.bli.gov.tw/report/attachment_file/report/month/11305/11071102040.csv
2024-05,勞工保險基金,普通事故保險（職災保險已分立）,998964431011,9989.6443,998964430000,10.39,26.774341,23413608,16416,167952,6254204,0.0022658807,2024,1800344,1800344,11879,11887,14339,-2452.130046,11879,reported_first_payment,5590,5月.pdf,https://www.blf.gov.tw/media/3jsi54cy/勞工保險基金-113年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11305/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11305/11071102030.csv,11484,11310,13762,11484,reported_first_payment,2024-06,https://events.bli.gov.tw/report/attachment_file/report/month/11306/11071102040.csv
2024-06,勞工保險基金,普通事故保險（職災保險已分立）,1095260372756,10952.6037,1095260370000,14.06,30.096836,23412899,14922,167952,6254204,0.0022658807,2024,1810604,1810604,13365,13238,15691,-2452.130046,13365,reported_first_payment,4616,6月.pdf,https://www.blf.gov.tw/media/eiwnq0yz/勞工保險基金-113年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11306/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11306/11071102030.csv,11879,11887,14339,11879,reported_first_payment,2024-07,https://events.bli.gov.tw/report/attachment_file/report/month/11307/11071102040.csv
2024-07,勞工保險基金,普通事故保險（職災保險已分立）,1100236281207,11002.3628,1100236280000,15.37,27.774726,23409323,18702,167952,6254204,0.0022658807,2024,1822192,1822192,13007,12912,15364,-2452.130046,13007,reported_first_payment,5824,7月.pdf,https://www.blf.gov.tw/media/xbgpwhti/勞工保險基金-113年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11307/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11307/11071102030.csv,13365,13238,15691,13365,reported_first_payment,2024-08,https://events.bli.gov.tw/report/attachment_file/report/month/11308/11071102040.csv
2024-08,勞工保險基金,普通事故保險（職災保險已分立）,1094921113199,10949.2111,1094921110000,15.41,23.983862,23406608,16830,167952,6254204,0.0022658807,2024,1833427,1833427,11604,11452,13904,-2452.130046,11604,reported_first_payment,5623,8月.pdf,https://www.blf.gov.tw/media/fozpva53/勞工保險基金-113年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11308/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11308/11071102030.csv,13007,12912,15364,13007,reported_first_payment,2024-09,https://events.bli.gov.tw/report/attachment_file/report/month/11309/11071102040.csv
2024-09,勞工保險基金,普通事故保險（職災保險已分立）,1095620774044,10956.2077,1095620770000,16.09,22.009341,23404138,15563,167952,6254204,0.0022658807,2024,1843177,1843177,11283,11177,13629,-2452.130046,11283,reported_first_payment,4698,9月.pdf,https://www.blf.gov.tw/media/gehkjayf/勞工保險基金-113年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11309/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11309/11071102030.csv,11604,11452,13904,11604,reported_first_payment,2024-10,https://events.bli.gov.tw/report/attachment_file/report/month/11310/11071102040.csv
2024-10,勞工保險基金,普通事故保險（職災保險已分立）,1095619750172,10956.1975,1095619750000,16.64,20.286535,23402804,15451,167952,6254204,0.0022658807,2024,1852630,1852630,11261,11256,13708,-2452.130046,11261,reported_first_payment,4507,10月.pdf,https://www.blf.gov.tw/media/bxvijoxk/勞工保險基金-113年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11310/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11310/11071102030.csv,11283,11177,13629,11283,reported_first_payment,2024-11,https://events.bli.gov.tw/report/attachment_file/report/month/11311/11071102040.csv
2024-11,勞工保險基金,普通事故保險（職災保險已分立）,1100232523721,11002.3252,1100232520000,17.77,19.534253,23402795,15632,167952,6254204,0.0022658807,2024,1862140,1862140,10633,10549,13001,-2452.130046,10633,reported_first_payment,4557,11月.pdf,https://www.blf.gov.tw/media/0ckbtlaq/勞工保險基金-113年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11311/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11311/11071102030.csv,11261,11256,13708,11261,reported_first_payment,2024-12,https://events.bli.gov.tw/report/attachment_file/report/month/11312/11071102040.csv
2024-12,勞工保險基金,普通事故保險（職災保險已分立）,1091910014808,10919.1001,1091910010000,18.13,18.13,23400220,17445,167952,6254204,0.0022658807,2024,1870922,1870922,13521,13419,15871,-2452.130046,13521,reported_first_payment,4606,12月.pdf,https://www.blf.gov.tw/media/44qfkm0w/勞工保險基金-113年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11312/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11312/11071102030.csv,10633,10549,13001,10633,reported_first_payment,2025-01,https://events.bli.gov.tw/report/attachment_file/report/month/11401/11071102040.csv
2025-01,勞工保險基金,普通事故保險（職災保險已分立）,1145411583590,11454.1158,1145411580000,1.94,25.931841,23396049,15018,167256,6437436,0.0021913673,2025,1882693,1882693,12838,12434,14886,-2452.130046,12838,reported_first_payment,4297,1月.pdf,https://www.blf.gov.tw/media/13ddikza/勞工保險基金-114年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11401/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11401/11071102030.csv,13521,13419,15871,13521,reported_first_payment,2025-02,https://events.bli.gov.tw/report/attachment_file/report/month/11402/11071102040.csv
2025-02,勞工保險基金,普通事故保險（職災保險已分立）,1158572377369,11585.7238,1158572380000,18.13,171.744788,23384614,21888,167256,6437436,0.0021913673,2025,1893453,1893453,14240,13856,16308,-2452.130046,14240,reported_first_payment,4269,2月.pdf,https://www.blf.gov.tw/media/uqwh44mj/勞工保險基金-114年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11402/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11402/11071102030.csv,12838,12434,14886,12838,reported_first_payment,2025-03,https://events.bli.gov.tw/report/attachment_file/report/month/11403/11071102040.csv
2025-03,勞工保險基金,普通事故保險（職災保險已分立）,1125479846491,11254.7985,1125479850000,18.13,94.733566,23374742,18633,167256,6437436,0.0021913673,2025,1905612,1905612,15188,14870,17322,-2452.130046,15188,reported_first_payment,5311,3月.pdf,https://www.blf.gov.tw/media/1ctm421p/勞工保險基金-114年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11403/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11403/11071102030.csv,14240,13856,16308,14240,reported_first_payment,2025-04,https://events.bli.gov.tw/report/attachment_file/report/month/11404/11071102040.csv
2025-04,勞工保險基金,普通事故保險（職災保險已分立）,1099412331990,10994.1233,1099412330000,-3.31,-9.604943,23365274,17205,167256,6437436,0.0021913673,2025,1918758,1918758,13511,13264,15716,-2452.130046,13511,reported_first_payment,5521,4月.pdf,https://www.blf.gov.tw/media/o1xog31w/勞工保險基金-114年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11404/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11404/11071102030.csv,15188,14870,17322,15188,reported_first_payment,2025-05,https://events.bli.gov.tw/report/attachment_file/report/month/11405/11071102040.csv
2025-05,勞工保險基金,普通事故保險（職災保險已分立）,1080425378172,10804.2538,1080425380000,-4.66,-10.821461,23355470,15382,167256,6437436,0.0021913673,2025,1930269,1930269,12429,12226,14678,-2452.130046,12429,reported_first_payment,5122,5月.pdf,https://www.blf.gov.tw/media/lqznqlyz/勞工保險基金-114年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11405/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11405/11071102030.csv,13511,13264,15716,13511,reported_first_payment,2025-06,https://events.bli.gov.tw/report/attachment_file/report/month/11406/11071102040.csv
2025-06,勞工保險基金,普通事故保險（職災保險已分立）,1172984399096,11729.844,1172984400000,-1.55,-3.075975,23346741,16554,167256,6437436,0.0021913673,2025,1940717,1940717,17005,16813,19265,-2452.130046,17005,reported_first_payment,6063,6月.pdf,https://www.blf.gov.tw/media/ebqjztce/勞工保險基金-114年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11406/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11406/11071102030.csv,12429,12226,14678,12429,reported_first_payment,2025-07,https://events.bli.gov.tw/report/attachment_file/report/month/11407/11071102040.csv
2025-07,勞工保險基金,普通事故保險（職災保險已分立）,1187989230030,11879.8923,1187989230000,0.73,1.254689,23337936,16846,167256,6437436,0.0021913673,2025,1955729,1955729,14990,14917,17369,-2452.130046,14990,reported_first_payment,7178,7月.pdf,https://www.blf.gov.tw/media/q54nojxm/勞工保險基金-114年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11407/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11407/11071102030.csv,17005,16813,19265,17005,reported_first_payment,2025-08,https://events.bli.gov.tw/report/attachment_file/report/month/11408/11071102040.csv
2025-08,勞工保險基金,普通事故保險（職災保險已分立）,1216781737012,12167.8174,1216781740000,4.27,6.472894,23328343,15226,167256,6437436,0.0021913673,2025,1968812,1968812,13298,13081,15533,-2452.130046,13298,reported_first_payment,5575,8月.pdf,https://www.blf.gov.tw/media/p2opdnua/勞工保險基金-114年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11408/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11408/11071102030.csv,14990,14917,17369,14990,reported_first_payment,2025-09,https://events.bli.gov.tw/report/attachment_file/report/month/11409/11071102040.csv
2025-09,勞工保險基金,普通事故保險（職災保險已分立）,1248421923489,12484.2192,1248421920000,7.95,10.738048,23317031,15387,167256,6437436,0.0021913673,2025,1980031,1980031,12700,12730,15182,-2452.130046,12700,reported_first_payment,5064,9月.pdf,https://www.blf.gov.tw/media/my1kiifb/勞工保險基金-114年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11409/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11409/11071102030.csv,13298,13081,15533,13298,reported_first_payment,2025-10,https://events.bli.gov.tw/report/attachment_file/report/month/11410/11071102040.csv
2025-10,勞工保險基金,普通事故保險（職災保險已分立）,1290930073216,12909.3007,1290930070000,12.56,15.255299,23310853,15908,167256,6437436,0.0021913673,2025,1990874,1990874,14130,14173,16625,-2452.130046,14130,reported_first_payment,4987,10月.pdf,https://www.blf.gov.tw/media/tvyhhdgf/勞工保險基金-114年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11410/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11410/11071102030.csv,12700,12730,15182,12700,reported_first_payment,2025-11,https://events.bli.gov.tw/report/attachment_file/report/month/11411/11071102040.csv
2025-11,勞工保險基金,普通事故保險（職災保險已分立）,1294260608090,12942.6061,1294260610000,13.41,14.714854,23306085,14771,167256,6437436,0.0021913673,2025,2003136,2003136,14169,14111,16564,-2452.130046,14169,reported_first_payment,4315,11月.pdf,https://www.blf.gov.tw/media/m4hgq2on/勞工保險基金-114年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11411/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11411/11071102030.csv,14130,14173,16625,14130,reported_first_payment,2025-12,https://events.bli.gov.tw/report/attachment_file/report/month/11412/11071102040.csv
2025-12,勞工保險基金,普通事故保險（職災保險已分立）,1303520872026,13035.2087,1303520870000,15.57,15.57,23299132,17450,167256,6437436,0.0021913673,2025,2015310,2015310,20486,20494,22946,-2452.130046,20486,reported_first_payment,5540,12月.pdf,https://www.blf.gov.tw/media/x3vngnyf/勞工保險基金-114年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11412/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11412/11071102030.csv,14169,14111,16564,14169,reported_first_payment,2026-01,https://events.bli.gov.tw/report/attachment_file/report/month/11501/11071102040.csv
2026-01,勞工保險基金,普通事故保險（職災保險已分立）,1395886090188,13958.8609,1395886090000,5.16,82.897146,23289045,17529,167256,6437436,0.0021913673,2025,2033840,2033840,15348,15420,17872,-2452.130046,15348,reported_first_payment,6292,1月.pdf,https://www.blf.gov.tw/media/gkdambdk/勞工保險基金-115年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11501/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11501/11071102030.csv,20486,20494,22946,20486,reported_first_payment,2026-02,https://events.bli.gov.tw/report/attachment_file/report/month/11502/11071102040.csv
2026-02,勞工保險基金,普通事故保險（職災保險已分立）,1470228114164,14702.2811,1470228110000,10.56,82.636754,23280273,14881,167256,6437436,0.0021913673,2025,2047255,2047255,10455,10182,12634,-2452.130046,10455,reported_first_payment,2604,2月.pdf,https://www.blf.gov.tw/media/hf0j50q4/勞工保險基金-115年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11502/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11502/11071102030.csv,15348,15420,17872,15348,reported_first_payment,2026-03,https://events.bli.gov.tw/report/attachment_file/report/month/11503/11071102040.csv
2026-03,勞工保險基金,普通事故保險（職災保險已分立）,1404683674531,14046.8367,1404683670000,4.74,20.351159,23270568,18607,167256,6437436,0.0021913673,2025,2055403,2055403,17017,16929,19381,-2452.130046,17017,reported_first_payment,5228,3月.pdf,https://www.blf.gov.tw/media/en0a4xxb/勞工保險基金-115年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11503/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11503/11071102030.csv,10455,10182,12634,10455,reported_first_payment,2026-04,https://events.bli.gov.tw/report/attachment_file/report/month/11504/11071102040.csv
2026-04,勞工保險基金,普通事故保險（職災保險已分立）,1537079650828,15370.7965,1537079650000,17.19,60.942841,23262544,15994,167256,6437436,0.0021913673,2025,2070280,2070280,13866,13823,16275,-2452.130046,13866,reported_first_payment,5454,4月.pdf,https://www.blf.gov.tw/media/nj2dkwej/勞工保險基金-115年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11504/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11504/11071102030.csv,17017,16929,19381,17017,reported_first_payment,2026-05,https://events.bli.gov.tw/report/attachment_file/report/month/11505/11071102040.csv
