date,fund,fund_scope,fund_level_ntd,fund_level_100m_ntd,reported_fund_level_ntd,fund_ytd_return_pct,fund_annualized_return_pct,taiwan_registered_population,taiwan_deaths,taiwan_age_60plus_annual_deaths,taiwan_age_60plus_population,taiwan_age_60plus_monthly_mortality_rate,taiwan_age_60plus_mortality_reference_year,labor_insurance_old_age_pension_recipients,monthly_pension_recipients,new_monthly_pension_recipients,estimated_new_monthly_pension_recipients,unshifted_estimated_new_monthly_pension_recipients,new_monthly_pension_recipients_shift,reported_new_monthly_pension_recipients,new_monthly_pension_recipients_method,lumpsum_recipients,source_title,source_url,population_source_url,pension_recipients_source_url,lumpsum_recipients_source_url,payment_month_new_monthly_pension_recipients,payment_month_estimated_new_monthly_pension_recipients,payment_month_unshifted_estimated_new_monthly_pension_recipients,payment_month_reported_new_monthly_pension_recipients,payment_month_new_monthly_pension_recipients_method,new_monthly_pension_recipients_source_period,new_monthly_pension_recipients_source_url
2019-12,勞工保險基金,普通事故及職業災害保險,741003035829,7410.0304,741003040000,13.3,13.3,23603121,15406,141138,5264646,0.0022619834,2019,1273387,1273387,11363,11363,13815,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6273,12月.pdf,https://www.blf.gov.tw/media/fxijjxcj/勞工保險基金-108年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10812/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10812/11071102030.csv,7583,7583,10035,,estimated_from_stock_change_mortality_and_shift,2020-01,https://events.bli.gov.tw/report/attachment_file/report/month/10901/11071102040.csv
2020-01,勞工保險基金,普通事故及職業災害保險,747139912500,7471.3991,747139910000,-0.86,-9.84559,23604265,14673,140408,5464400,0.0021668929,2020,1284443,1284443,10046,10046,12498,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6174,1月.pdf,https://www.blf.gov.tw/media/ebbjpm52/勞工保險基金-109年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10901/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10901/11071102030.csv,11363,11363,13815,,estimated_from_stock_change_mortality_and_shift,2020-02,https://events.bli.gov.tw/report/attachment_file/report/month/10902/11071102040.csv
2020-02,勞工保險基金,普通事故及職業災害保險,742425883863,7424.2588,742425880000,-3.47,-19.095284,23600903,16211,140408,5464400,0.0021668929,2020,1294158,1294158,9382,9382,11834,-2452.130046,,estimated_from_stock_change_mortality_and_shift,5513,2月.pdf,https://www.blf.gov.tw/media/fi3lyzzg/勞工保險基金-109年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10902/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10902/11071102030.csv,10046,10046,12498,,estimated_from_stock_change_mortality_and_shift,2020-03,https://events.bli.gov.tw/report/attachment_file/report/month/10903/11071102040.csv
2020-03,勞工保險基金,普通事故及職業災害保險,690236812040,6902.3681,690236810000,-10.33,-35.347,23596493,16083,140408,5464400,0.0021668929,2020,1303188,1303188,10858,10858,13310,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6987,3月.pdf,https://www.blf.gov.tw/media/ufsfwgqe/勞工保險基金-109年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10903/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10903/11071102030.csv,9382,9382,11834,,estimated_from_stock_change_mortality_and_shift,2020-04,https://events.bli.gov.tw/report/attachment_file/report/month/10904/11071102040.csv
2020-04,勞工保險基金,普通事故及職業災害保險,714618885630,7146.1889,714618890000,-6.1,-17.206398,23591920,14423,140408,5464400,0.0021668929,2020,1313674,1313674,9049,9049,11502,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6616,4月.pdf,https://www.blf.gov.tw/media/cvpjuaq3/勞工保險基金-109年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10904/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10904/11071102030.csv,10858,10858,13310,,estimated_from_stock_change_mortality_and_shift,2020-05,https://events.bli.gov.tw/report/attachment_file/report/month/10905/11071102040.csv
2020-05,勞工保險基金,普通事故及職業災害保險,720198846875,7201.9885,720198850000,-4.52,-10.506852,23586562,13272,140408,5464400,0.0021668929,2020,1322329,1322329,8941,8941,11393,-2452.130046,,estimated_from_stock_change_mortality_and_shift,5668,5月.pdf,https://www.blf.gov.tw/media/04gbvaak/勞工保險基金-109年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10905/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10905/11071102030.csv,9049,9049,11502,,estimated_from_stock_change_mortality_and_shift,2020-06,https://events.bli.gov.tw/report/attachment_file/report/month/10906/11071102040.csv
2020-06,勞工保險基金,普通事故及職業災害保險,735864789240,7358.6479,735864790000,-2.64,-5.210304,23583823,13893,140408,5464400,0.0021668929,2020,1330857,1330857,12113,12113,14565,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6265,6月.pdf,https://www.blf.gov.tw/media/tduek13i/勞工保險基金-109年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10906/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10906/11071102030.csv,8941,8941,11393,,estimated_from_stock_change_mortality_and_shift,2020-07,https://events.bli.gov.tw/report/attachment_file/report/month/10907/11071102040.csv
2020-07,勞工保險基金,普通事故及職業災害保險,760143072369,7601.4307,760143070000,1.68,2.897253,23578705,14533,140408,5464400,0.0021668929,2020,1342538,1342538,12367,12367,14819,-2452.130046,,estimated_from_stock_change_mortality_and_shift,8190,7月.pdf,https://www.blf.gov.tw/media/babdgn0m/勞工保險基金-109年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10907/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10907/11071102030.csv,12113,12113,14565,,estimated_from_stock_change_mortality_and_shift,2020-08,https://events.bli.gov.tw/report/attachment_file/report/month/10908/11071102040.csv
2020-08,勞工保險基金,普通事故及職業災害保險,768051872566,7680.5187,768051870000,2.97,4.487916,23574334,13301,140408,5464400,0.0021668929,2020,1354448,1354448,10444,10444,12896,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6204,8月.pdf,https://www.blf.gov.tw/media/e43dy3p5/勞工保險基金-109年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10908/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10908/11071102030.csv,12367,12367,14819,,estimated_from_stock_change_mortality_and_shift,2020-09,https://events.bli.gov.tw/report/attachment_file/report/month/10909/11071102040.csv
2020-09,勞工保險基金,普通事故及職業災害保險,748191700271,7481.917,748191700000,1.54,2.058586,23568378,13876,140408,5464400,0.0021668929,2020,1364409,1364409,13941,13941,16394,-2452.130046,,estimated_from_stock_change_mortality_and_shift,9730,9月.pdf,https://www.blf.gov.tw/media/z2jcqlyt/勞工保險基金-109年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10909/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10909/11071102030.csv,10444,10444,12896,,estimated_from_stock_change_mortality_and_shift,2020-10,https://events.bli.gov.tw/report/attachment_file/report/month/10910/11071102040.csv
2020-10,勞工保險基金,普通事故及職業災害保險,734373071312,7343.7307,734373070000,0.47,0.564265,23566471,13542,140408,5464400,0.0021668929,2020,1377846,1377846,11097,11097,13549,-2452.130046,,estimated_from_stock_change_mortality_and_shift,8307,10月.pdf,https://www.blf.gov.tw/media/plvp5tr5/勞工保險基金-109年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10910/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10910/11071102030.csv,13941,13941,16394,,estimated_from_stock_change_mortality_and_shift,2020-11,https://events.bli.gov.tw/report/attachment_file/report/month/10911/11071102040.csv
2020-11,勞工保險基金,普通事故及職業災害保險,767659315221,7676.5932,767659320000,5.82,6.365599,23563356,14141,140408,5464400,0.0021668929,2020,1388409,1388409,9449,9449,11902,-2452.130046,,estimated_from_stock_change_mortality_and_shift,7338,11月.pdf,https://www.blf.gov.tw/media/ykqhtrpg/勞工保險基金-109年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10911/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10911/11071102030.csv,11097,11097,13549,,estimated_from_stock_change_mortality_and_shift,2020-12,https://events.bli.gov.tw/report/attachment_file/report/month/10912/11071102040.csv
2020-12,勞工保險基金,普通事故及職業災害保險,785079657028,7850.7966,785079660000,8.83,8.83,23561236,15208,140408,5464400,0.0021668929,2020,1397302,1397302,13627,13627,16079,-2452.130046,,estimated_from_stock_change_mortality_and_shift,7178,12月.pdf,https://www.blf.gov.tw/media/0s0pe2jw/勞工保險基金-109年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10912/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/10912/11071102030.csv,9449,9449,11902,,estimated_from_stock_change_mortality_and_shift,2021-01,https://events.bli.gov.tw/report/attachment_file/report/month/11001/11071102040.csv
2021-01,勞工保險基金,普通事故及職業災害保險,791311634709,7913.1163,791311630000,0.87,10.954329,23548633,16332,151226,5622429,0.0022695255,2021,1410210,1410210,10763,10763,13216,-2452.130046,,estimated_from_stock_change_mortality_and_shift,7251,1月.pdf,https://www.blf.gov.tw/media/kzqb5h4o/勞工保險基金-110年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11001/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11001/11071102030.csv,13627,13627,16079,,estimated_from_stock_change_mortality_and_shift,2021-02,https://events.bli.gov.tw/report/attachment_file/report/month/11002/11071102040.csv
2021-02,勞工保險基金,普通事故及職業災害保險,794541838803,7945.4184,794541840000,2.09,13.213762,23539588,14856,151226,5622429,0.0022695255,2021,1420225,1420225,6995,6995,9447,-2452.130046,,estimated_from_stock_change_mortality_and_shift,3939,2月.pdf,https://www.blf.gov.tw/media/waeczexm/勞工保險基金-110年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11002/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11002/11071102030.csv,10763,10763,13216,,estimated_from_stock_change_mortality_and_shift,2021-03,https://events.bli.gov.tw/report/attachment_file/report/month/11003/11071102040.csv
2021-03,勞工保險基金,普通事故及職業災害保險,829741254737,8297.4125,829741250000,4.05,17.210991,23525623,16438,151226,5622429,0.0022695255,2021,1426449,1426449,10817,10817,13269,-2452.130046,,estimated_from_stock_change_mortality_and_shift,7083,3月.pdf,https://www.blf.gov.tw/media/nsokz2ya/勞工保險基金-110年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11003/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11003/11071102030.csv,6995,6995,9447,,estimated_from_stock_change_mortality_and_shift,2021-04,https://events.bli.gov.tw/report/attachment_file/report/month/11004/11071102040.csv
2021-04,勞工保險基金,普通事故及職業災害保險,839767228488,8397.6723,839767230000,5.97,19.000505,23514196,14276,151226,5622429,0.0022695255,2021,1436481,1436481,8701,8701,11153,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6579,4月.pdf,https://www.blf.gov.tw/media/u51mztbn/勞工保險基金-110年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11004/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11004/11071102030.csv,10817,10817,13269,,estimated_from_stock_change_mortality_and_shift,2021-05,https://events.bli.gov.tw/report/attachment_file/report/month/11005/11071102040.csv
2021-05,勞工保險基金,普通事故及職業災害保險,839496394920,8394.9639,839496390000,5.79,14.463516,23499070,15108,151226,5622429,0.0022695255,2021,1444374,1444374,6509,6509,8961,-2452.130046,,estimated_from_stock_change_mortality_and_shift,5329,5月.pdf,https://www.blf.gov.tw/media/ujhflxtw/勞工保險基金-110年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11005/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11005/11071102030.csv,8701,8701,11153,,estimated_from_stock_change_mortality_and_shift,2021-06,https://events.bli.gov.tw/report/attachment_file/report/month/11006/11071102040.csv
2021-06,勞工保險基金,普通事故及職業災害保險,845716386645,8457.1639,845716390000,6.62,13.678244,23487509,16639,151226,5622429,0.0022695255,2021,1450057,1450057,7908,7908,10360,-2452.130046,,estimated_from_stock_change_mortality_and_shift,3957,6月.pdf,https://www.blf.gov.tw/media/1apfkkgq/勞工保險基金-110年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11006/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11006/11071102030.csv,6509,6509,8961,,estimated_from_stock_change_mortality_and_shift,2021-07,https://events.bli.gov.tw/report/attachment_file/report/month/11007/11071102040.csv
2021-07,勞工保險基金,普通事故及職業災害保險,844894844420,8448.9484,844894840000,7.25,12.748211,23470633,15523,151226,5622429,0.0022695255,2021,1457126,1457126,9153,9153,11605,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6396,7月.pdf,https://www.blf.gov.tw/media/m53jq0dn/勞工保險基金-110年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11007/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11007/11071102030.csv,7908,7908,10360,,estimated_from_stock_change_mortality_and_shift,2021-08,https://events.bli.gov.tw/report/attachment_file/report/month/11008/11071102040.csv
2021-08,勞工保險基金,普通事故及職業災害保險,849553374075,8495.5337,849553370000,8.59,13.157866,23451837,14952,151226,5622429,0.0022695255,2021,1465424,1465424,7939,7939,10391,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6279,8月.pdf,https://www.blf.gov.tw/media/3v3p1twp/勞工保險基金-110年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11008/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11008/11071102030.csv,9153,9153,11605,,estimated_from_stock_change_mortality_and_shift,2021-09,https://events.bli.gov.tw/report/attachment_file/report/month/11009/11071102040.csv
2021-09,勞工保險基金,普通事故及職業災害保險,829877137658,8298.7714,829877140000,6.06,8.160536,23430948,13894,151226,5622429,0.0022695255,2021,1472489,1472489,8401,8401,10853,-2452.130046,,estimated_from_stock_change_mortality_and_shift,5587,9月.pdf,https://www.blf.gov.tw/media/nnsh54zx/勞工保險基金-110年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11009/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11009/11071102030.csv,7939,7939,10391,,estimated_from_stock_change_mortality_and_shift,2021-10,https://events.bli.gov.tw/report/attachment_file/report/month/11010/11071102040.csv
2021-10,勞工保險基金,普通事故及職業災害保險,839395353408,8393.9535,839395350000,7.83,9.468086,23413879,14415,151226,5622429,0.0022695255,2021,1480000,1480000,7414,7414,9866,-2452.130046,,estimated_from_stock_change_mortality_and_shift,5822,10月.pdf,https://www.blf.gov.tw/media/fgpowdmf/勞工保險基金-110年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11010/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11010/11071102030.csv,8401,8401,10853,,estimated_from_stock_change_mortality_and_shift,2021-11,https://events.bli.gov.tw/report/attachment_file/report/month/11011/11071102040.csv
2021-11,勞工保險基金,普通事故及職業災害保險,831178387177,8311.7839,831178390000,7.09,7.758954,23394787,15560,151226,5622429,0.0022695255,2021,1486507,1486507,7065,7065,9517,-2452.130046,,estimated_from_stock_change_mortality_and_shift,5377,11月.pdf,https://www.blf.gov.tw/media/zixdztbi/勞工保險基金-110年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11011/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11011/11071102030.csv,7414,7414,9866,,estimated_from_stock_change_mortality_and_shift,2021-12,https://events.bli.gov.tw/report/attachment_file/report/month/11012/11071102040.csv
2021-12,勞工保險基金,普通事故及職業災害保險,844694595842,8446.946,844694600000,9.71,9.71,23375314,15739,151226,5622429,0.0022695255,2021,1492650,1492650,10839,10839,13291,-2452.130046,,estimated_from_stock_change_mortality_and_shift,5490,12月.pdf,https://www.blf.gov.tw/media/lrgneqhb/勞工保險基金-110年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11012/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11012/11071102030.csv,7065,7065,9517,,estimated_from_stock_change_mortality_and_shift,2022-01,https://events.bli.gov.tw/report/attachment_file/report/month/11101/11071102040.csv
2022-01,勞工保險基金,普通事故及職業災害保險,835536746702,8355.3675,835536750000,-1.97,-21.239579,23349666,15954,173757,5801373,0.0025308509,2022,1502163,1502163,11136,11136,13588,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6421,1月.pdf,https://www.blf.gov.tw/media/rysbrshr/勞工保險基金-111年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11101/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11101/11071102030.csv,10839,10839,13291,,estimated_from_stock_change_mortality_and_shift,2022-02,https://events.bli.gov.tw/report/attachment_file/report/month/11102/11071102040.csv
2022-02,勞工保險基金,普通事故及職業災害保險,852732314763,8527.3231,852732310000,-3.16,-17.523792,23319776,14887,173757,5801373,0.0025308509,2022,1511949,1511949,8212,8212,10665,-2452.130046,,estimated_from_stock_change_mortality_and_shift,3517,2月.pdf,https://www.blf.gov.tw/media/55ejv1er/勞工保險基金-111年2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11102/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11102/11071102030.csv,11136,11136,13588,,estimated_from_stock_change_mortality_and_shift,2022-03,https://events.bli.gov.tw/report/attachment_file/report/month/11103/11071102040.csv
2022-03,勞工保險基金,普通事故及職業災害保險,864785258321,8647.8526,864785260000,-1.21,-4.75286,23268991,18239,173757,5801373,0.0025308509,2022,1518787,1518787,11615,11615,14067,-2452.130046,,estimated_from_stock_change_mortality_and_shift,6478,3月.pdf,https://www.blf.gov.tw/media/dzal30yz/勞工保險基金-111年3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11103/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11103/11071102030.csv,8212,8212,10665,,estimated_from_stock_change_mortality_and_shift,2022-04,https://events.bli.gov.tw/report/attachment_file/report/month/11104/11071102040.csv
2022-04,勞工保險基金,普通事故及職業災害保險,840410499973,8404.105,840410500000,-4.11,-11.83018,23215015,14655,173757,5801373,0.0025308509,2022,1529010,1529010,9890,9483,11935,-2452.130046,9890,reported_first_payment,5255,4月.pdf,https://www.blf.gov.tw/media/squj4itq/勞工保險基金-111年4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11104/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11104/11071102030.csv,11615,11615,14067,,estimated_from_stock_change_mortality_and_shift,2022-05,https://events.bli.gov.tw/report/attachment_file/report/month/11105/11071102040.csv
2022-05,勞工保險基金,普通事故保險（職災保險已分立）,808228872670,8082.2887,808228870000,-4.89,-11.336915,23196178,17409,173757,5801373,0.0025308509,2022,1537075,1537075,8348,8671,11123,-2452.130046,8348,reported_first_payment,4999,5月.pdf,https://www.blf.gov.tw/media/g3pd1tna/勞工保險基金-111年5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11105/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11105/11071102030.csv,9890,9483,11935,9890,reported_first_payment,2022-06,https://events.bli.gov.tw/report/attachment_file/report/month/11106/11071102040.csv
2022-06,勞工保險基金,普通事故保險（職災保險已分立）,772006360121,7720.0636,772006360000,-9.13,-17.426431,23186278,21033,173757,5801373,0.0025308509,2022,1544308,1544308,11701,11750,14202,-2452.130046,11701,reported_first_payment,4271,6月.pdf,https://www.blf.gov.tw/media/wdopamcc/勞工保險基金-111年6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11106/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11106/11071102030.csv,8348,8671,11123,8348,reported_first_payment,2022-07,https://events.bli.gov.tw/report/attachment_file/report/month/11107/11071102040.csv
2022-07,勞工保險基金,普通事故保險（職災保險已分立）,789832618238,7898.3262,789832620000,-5.75,-9.65359,23190064,18215,173757,5801373,0.0025308509,2022,1554602,1554602,10711,10703,13155,-2452.130046,10711,reported_first_payment,6408,7月.pdf,https://www.blf.gov.tw/media/kobdmplv/勞工保險基金-111年7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11107/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11107/11071102030.csv,11701,11750,14202,11701,reported_first_payment,2022-08,https://events.bli.gov.tw/report/attachment_file/report/month/11108/11071102040.csv
2022-08,勞工保險基金,普通事故保險（職災保險已分立）,782545249628,7825.4525,782545250000,-6.49,-9.575298,23194554,17830,173757,5801373,0.0025308509,2022,1563823,1563823,9733,9996,12448,-2452.130046,9733,reported_first_payment,5662,8月.pdf,https://www.blf.gov.tw/media/w3xdxc1y/勞工保險基金-111年8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11108/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11108/11071102030.csv,10711,10703,13155,10711,reported_first_payment,2022-09,https://events.bli.gov.tw/report/attachment_file/report/month/11109/11071102040.csv
2022-09,勞工保險基金,普通事故保險（職災保險已分立）,746743146717,7467.4315,746743150000,-10.48,-13.723319,23198133,16505,173757,5801373,0.0025308509,2022,1572313,1572313,9831,10353,12805,-2452.130046,9831,reported_first_payment,4870,9月.pdf,https://www.blf.gov.tw/media/kusddged/勞工保險基金-111年9月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11109/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11109/11071102030.csv,9733,9996,12448,9733,reported_first_payment,2022-10,https://events.bli.gov.tw/report/attachment_file/report/month/11110/11071102040.csv
2022-10,勞工保險基金,普通事故保險（職災保險已分立）,754411284978,7544.1128,754411280000,-9.05,-10.759243,23212056,17099,173757,5801373,0.0025308509,2022,1581139,1581139,9243,9907,12360,-2452.130046,9243,reported_first_payment,4869,10月.pdf,https://www.blf.gov.tw/media/2c3ixpql/勞工保險基金-111年10月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11110/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11110/11071102030.csv,9831,10353,12805,9831,reported_first_payment,2022-11,https://events.bli.gov.tw/report/attachment_file/report/month/11111/11071102040.csv
2022-11,勞工保險基金,普通事故保險（職災保險已分立）,780855670977,7808.5567,780855670000,-5.05,-5.496247,23233593,17719,173757,5801373,0.0025308509,2022,1589497,1589497,9155,9636,12088,-2452.130046,9155,reported_first_payment,4998,11月.pdf,https://www.blf.gov.tw/media/s1wigusx/勞工保險基金-111年11月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11111/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11111/11071102030.csv,9243,9907,12360,9243,reported_first_payment,2022-12,https://events.bli.gov.tw/report/attachment_file/report/month/11112/11071102040.csv
2022-12,勞工保險基金,普通事故保險（職災保險已分立）,753404154130,7534.0415,753404150000,-7.45,-7.45,23264640,17685,173757,5801373,0.0025308509,2022,1597562,1597562,12746,12939,15391,-2452.130046,12746,reported_first_payment,5040,12月.pdf,https://www.blf.gov.tw/media/lhydqb21/勞工保險基金-111年12月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11112/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11112/11071102030.csv,9155,9636,12088,9155,reported_first_payment,2023-01,https://events.bli.gov.tw/report/attachment_file/report/month/11201/11071102040.csv
2023-01,勞工保險基金,普通事故保險（職災保險已分立）,782373085116,7823.7309,782373090000,3.57,52.337812,23301968,17770,171174,6051706,0.0023882255,2023,1609138,1609138,12082,12381,14833,-2452.130046,12082,reported_first_payment,4228,1月.pdf,https://www.blf.gov.tw/media/cf1m0bsy/勞工保險基金-112年1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/11201/11071102040.csv,https://events.bli.gov.tw/report/attachment_file/report/month/11201/11071102030.csv,12746,12939,15391,12746,reported_first_payment,2023-02,https://events.bli.gov.tw/report/attachment_file/report/month/11202/11071102040.csv
