B,Q,volume,V
0.00732421875,0.12773964097493015,0.0019028841871882073,0.05796992989661863
5.00732421875,0.33132780028750364,0.002534802449135159,17.375546146470356
7.50732421875,0.0259455613186434,0.0020849864021684206,32.118702111567146
2.50732421875,0.22953372063121688,0.0020736426238977166,12.398116736421915
3.75732421875,0.07684260114678677,0.0017705801920468332,30.44183380855771
8.75732421875,0.2804307604593603,0.0017705801920468028,29.472756640260336
6.25732421875,0.17863668080307352,0.0017723703203042511,30.278388024591663
1.25732421875,0.382224840115647,0.0017988257505014477,3.3897591584959628
1.88232421875,0.0004970414045717127,0.000993579860825899,30.186550647846296
6.88232421875,0.2040852007171452,0.00147692029622056,30.171841106469266
9.38232421875,0.10229112106085846,0.0017668392314151315,31.828145107418976
4.38232421875,0.3058792803734319,0.0017668392314151703,16.454810420983645
3.13232421875,0.15318816088900183,0.0016467940436026003,24.172820855148558
8.13232421875,0.3567763202015753,0.0021798382230557864,25.55679186311879
5.63232421875,0.051394081232715084,0.0015956889946308575,31.87081400038313
0.63232421875,0.25498224054528856,0.001595688994630868,2.5671631016579273
0.94482421875,0.06411834118975093,0.002171034410891939,20.00620457845795
5.94482421875,0.2677065005023244,0.0021710344108919278,25.505780196238263
8.44482421875,0.16591242084603766,0.0022440680640447757,31.348739668034654
3.44482421875,0.36950058015861115,0.0025787195919368703,10.063626748015603
4.69482421875,0.1150153810178943,0.002451296753603553,30.43555285094585
9.69482421875,0.3186035403304678,0.00245129675360354,28.68507688327199
7.19482421875,0.013221301361607556,0.0021279663560397496,32.152304913197085
2.19482421875,0.21680946067418105,0.001924935946596738,11.430234302053588
1.56982421875,0.19136094076010934,0.001937083106709966,9.16621047366251
6.56982421875,0.39494910007268286,0.002070340907193838,19.172547105971777
9.06982421875,0.08956686110382261,0.002438864825288797,31.88567383183974
4.06982421875,0.2931550204163961,0.0024388648252888327,15.920790647262447
2.81982421875,0.03866982127567924,0.0026212310264020137,30.396127769947874
7.81982421875,0.24225798058825274,0.0022386464496678554,29.916806902343797
5.31982421875,0.14046390093196598,0.0021928173137165594,30.397894286998316
0.31982421875,0.3440520602445395,0.0021928173137165862,0.9418448638566129
0.47607421875,0.03230769129716132,0.0023166086454623706,19.66648217254496
5.47607421875,0.2358958506097348,0.0021019157541655622,26.311561975236334
7.97607421875,0.13410177095344805,0.002122270069868538,31.579726602895278
2.97607421875,0.33768993026602157,0.0021222700698685006,9.513065742145827
4.22607421875,0.18499881078159144,0.001987461640903153,25.950089050071284
9.22607421875,0.38858697009416493,0.001829397860972904,25.773685473218862
6.72607421875,0.08320473112530469,0.0019602458914677805,31.815460539876202
1.72607421875,0.2867928904378782,0.001960245891467788,6.384539924030182
2.35107421875,0.10865325103937638,0.001834156231719087,24.743594326002995
7.35107421875,0.31224141035194986,0.0018341562317190948,26.39190702949132
9.85107421875,0.006859171383089634,0.0019208729448518896,32.1748207387611
4.85107421875,0.21044733069566313,0.0019438055663249896,26.15461213650387
3.60107421875,0.057756211211233005,0.002327463111267216,30.79338454925667
8.60107421875,0.2613443705238065,0.002319673571094337,29.875086298808377
6.10107421875,0.15955029086751976,0.0023069842531232817,30.617172859928978
1.10107421875,0.3631384501800932,0.002494857098617579,3.1234314702484376
0.78857421875,0.1722745508245556,0.002168021379864542,4.960173677019371
5.78857421875,0.3758627101371291,0.0023399291716875155,17.632549397155174
8.28857421875,0.07048047116826885,0.002180746512574593,31.966957610973374
3.28857421875,0.27406863048084235,0.0021807465125746007,13.578090932208443
4.53857421875,0.019583431340125478,0.0019883887067208,31.877710169429186
9.53857421875,0.22317159065269895,0.002059009637251506,30.740753634701086
7.03857421875,0.12137751099641222,0.001961966169434877,31.560891399178537
2.03857421875,0.3249656703089857,0.001961966169434868,6.633483901150284
1.41357421875,0.09592899108234053,0.0018216021956467083,20.149494153214437
6.41357421875,0.299517150394914,0.0018216021956467075,24.712903301340642
8.91357421875,0.19772307073862727,0.0018605912537133827,31.04775454830861
3.91357421875,0.4013112300512008,0.0017084697348915732,10.496320968397272
2.66357421875,0.1468260309104839,0.002252284343282435,22.38985858316776
7.66357421875,0.35041419022305736,0.0022525807727414443,24.89003288698026
5.16357421875,0.045031951254197164,0.0024013824046786843,31.8231897360795
0.16357421875,0.24862011056677064,0.002209739750007271,0.6664082558342039
0.24169921875,0.08638579611456365,0.001971542690771351,3.0437046288206036
5.24169921875,0.28997395542713716,0.0019715426907713513,21.206899455697407
7.74169921875,0.1881798757708504,0.0022127226863636316,30.950600160437595
2.74169921875,0.3917680350834239,0.0022745943843467935,7.396660453650373
3.99169921875,0.13728283594270702,0.002062294752742086,28.408450792336588
8.99169921875,0.34087099525528053,0.002062294752742031,27.5951388817853
6.49169921875,0.03548875628642028,0.0020690567233266474,32.050859010491926
1.49169921875,0.23907691559899377,0.002024765297826086,6.689896435528514
2.11669921875,0.1627313558567787,0.001816341474328951,15.703727645448883
7.11669921875,0.3663195151693522,0.0018532864156013376,22.47759813743034
9.61669921875,0.06093727620049197,0.0018466444368084685,32.013662818968896
4.61669921875,0.26452543551306545,0.0018466444368084355,20.567557133721614
3.36669921875,0.010040236372348594,0.0015809047450281689,31.536205387997555
8.36669921875,0.2136283956849221,0.001878350143420649,30.75442621390033
5.86669921875,0.11183431602863533,0.0018542718376835788,31.333347454289672
0.86669921875,0.3154224753412088,0.0018542718376835334,2.8320540933947895
1.17919921875,0.12455857598567117,0.001897782552846024,11.269132525413013
6.17919921875,0.3281467352982447,0.001897782552846031,21.93879484073751
8.67919921875,0.02276449632938444,0.0023500000578591165,32.137458379740096
